imgnum,mid,text,label
2882,yjNvu9uuE,如果想要生两个小孩，30岁前生完，小孩相差三岁，那27岁就得生第一个，26岁就得怀孕，想怀孕之前二人世界两年，那24岁就得结婚。订婚后，见家长，旅行，准备婚礼要一年，那23岁就得订婚，订婚前要拍两年拖，那21岁就要遇到这人。好紧迫啊。。。  ,0
4233,k1iRAC,【仅15%公众意见赞成个税3000元起征】全国人大常委会法制工作委员会昨日公布社会公众对个人所得税法修正案草案的意见。数据显示，赞成以3000元作为起征点的占15%，要求修改的占48%，反对的占35%。本月27日，全国人大常委会将再次审议个人所得税法修正案草案。http://t.cn/aKgdMj,0
1445,ymvEUk2RI,【看到昆明发生这样的事情我[泪][怒]】七旬老汉靠卖自己种的菜为生。一个从执法车上下来了一个年轻人，朝马路边摆地摊卖青菜的老汉走来连扇老汉几个耳光连推倒在地。老汉到处寻找执法者，只想告诉他，我从山里骑着烂单车到这里用了3个多小时只想卖点钱给生病卧床的老伴买药。via@叮叮学会孤独,1
3913,ygUmO5A4N,女友不解地问男友：“为什么男人有很多女朋友会被人羡慕，而女人有很多男友会被鄙视？！”男友语重心长地说：“就好像是一把钥匙可以开很多锁，会被人称作万能钥匙！而一把锁若是可以被很多钥匙开，那就说明锁有问题！” ,0
3766,zu8ToeSma,据说，你@ 出来的第3个人今年5.1会与你一起疯狂地玩！,0
2744,iBveD0,自由的飞(爽子)-新浪乐库-在线试听 http://t.cn/aoIF3Y,0
3292,z2tcvhoZb,肇庆绿道宣传影片《为你而来》预告片 [心][围观] | 来自@威威Wilco http://t.cn/zl3v7NJ 与以往普通的旅游推广宣传片不同，正片将以一对在肇庆发生的跨地域恋情为主线，将旅游景点和故事情节巧妙地结合起来，在相册的指引下突出“寻找”的主题。畅游全国最美绿道。（关注肇庆 欢迎关注@六感魔方网）,0
4613,yFeNkx07K,"【海底捞奇招：顾客等位时叠千纸鹤 一个可抵5毛饭钱】据网友""NOAH李达""爆料，上海一家海底捞为留住顾客又出奇招，等位时叠千纸鹤，一个可抵5毛。牛，千方百计留住等待的客人，千方百计让等待的客人不那么无聊。网友评论，人类再再一次不能阻止海底捞了，海底捞你真的学不会！#黄金周出行日日报#",0
1485,z4ywJtM1v,@江湖刀姐 ：全国政协委员王平建向党中央建议：取消录取农村小孩上大学资格，不鼓励农村小孩上大学。其认为农村孩子身上有很多坏毛病，农村孩子上大学，城市孩子会被影响，这样城市孩子也变坏！中央必须采取行政手段禁止农村小孩上大学…农村人身上的很多坏毛病，任何一个有文化的城里人都忍受不了！,1
4679,AlN53eHNk,#颁奖季# 美国《时代》杂志2013【年度十佳】：1.《地心引力》、2.《绝美之城》、3.《美国骗局》、4.《她》、5.《一代宗师》、6.《速度与激情6》、7.《冰雪大冒险》、8.《杀戮演绎》、9.《为奴十二载》、10.《霍比特人2：史矛革荒漠》，详见[豆瓣奥斯卡]→http://t.cn/8kt8uNt,0
2657,zclZ46Au5,２０１２那一天就下了决定，既然活着，就要好好活。  抛下过去所有经验、信念、评判和预设，用这个身体去体验一切，每一秒，都是新的。每一次，都是初次…世界，我来了:),0
1687,ztbnd2RkC,@关爱流浪猫 雅安那一带是野生大熊猫的栖息地，地震后，见到救援人员的大熊猫生怕他们离开，紧紧地抱住救援者，兽犹如此，人何以堪？ [泪],1
548,znBCspvxe,据爆料，给留几手、郑渊洁、何润东等每人10万元让他们在同一时间发微博黑苹果品牌的某公关公司受雇于三星。该公司相关人士此前和上述人士联系，询问是原创还是写好微博内容发给他们。留几手和郑渊洁都是玩笔头子的，但何润东这胸无点墨的坑爹货直接把私信内容中的发布时间也当成内容发出来了……（转）,1
1056,A3DUCfdi4,【泰国免签】中泰外长上周会面，探讨互免签证问题。新闻：http://t.cn/zQpvDvu 中新网：泰国与中国磋商将于今年9月起两国游客互免旅游签证http://t.cn/zQNnRXP 希望每年可吸引500万中国游客，之前中国影片“泰囧”带动了中国人游泰国热。泰国国家新闻局发文证实了两国即将放松签证要求的新闻（如图2）,1
3632,A0Xn5Bg86,#微镜头#【五颜六色的水 有毒！】近日，安徽巢湖东半湖蓝藻暴发，阵阵腥臭，蓝藻粘稠，几成冻湖……那至清至洁的一泓清水，你有多久没见过了？我们一面肆无忌惮地把江河湖海当做垃圾桶；一面为喝上干净水，恨不得装上好几个净水器。看看下图这些曾经或正在发生的污染，节约用水，阻止污染，该行动了！,0
1504,zvOaVv9dE,"【家长注意】@儿子带着我一起长大 :""今天下雨，平时外婆接小家伙从幼儿园回家所经过的国权路，今天竟然比较冷清。离黄兴路还有大概30／50米，迎面走来一个40多岁的中年妇女，没有任何征兆的手上拿着一大团白色的餐巾纸朝外婆口鼻捂过去...""详见长微博！特哈人了！转",1
3842,Aq8lGf5pV,YG会长#杨贤硕#生日，#G-Dragon#送祝福。[蛋糕]2日杨贤硕公开与GD的短信内容，GD写道“哥，新年的第一个梦里，我一直抱着哥，喊出了新年快乐ㅋㅋ像我的梦里一样新年多福吧！”，杨贤石回复说“今年会大发的！！志龙啊，今天是我的生日..我爱你”，随后GD也更推祝他生日快乐。http://t.cn/8kewY8v,0
1933,yxy1NvL1n,"【变态啊！】这是日本人所发明的一种宠物养殖技术，叫盆景猫！他们给小猫喂食一种促进骨质软化的化学药物,然后强塞进瓶子里，等小猫长大，身体胀满瓶子... [哼]",1
4809,ypJ03CqZY,从局分0比4落后，到抢七7比0拿下，纳达尔的温网首轮首盘，最好地反映了他的特质：不屈、勇敢、永不放弃，以赛点的心态对待每一分争夺，以比赛的认真对待每一场训练；更何况，他还如此可爱、帅气、真诚。网坛有他，是网球的幸运。（我倒要看看，你们如何从这条充满赞誉的帖子中找出黑的点来[打哈欠]）,0
2385,A1ptDojYp,【中国父子】博士和他的父亲，这国家，一孩子读书能把老父亲读成野人。拼尽全身全心全血全汗送个孩子读书！ 中国当代社会的真实写照。,1
3090,AgHZ3BEEl,#娱在济南#【弓客射箭俱乐部】是目前山东同类设施中规模最大、设备最完善的射击场之一，所用的弓箭均是国际一流进口设备，符合安全标准。俱乐部内还为来宾提供了飞镖区、麻将区、棋牌室、贵宾包房、上网冲浪等服务；同时配有酒水饮料。地址：乘坐115、119路到历下广场站下车东行20米右拐即是。by15,0
3549,yoODt7CRP,【23:59】若此生，得不到，护不了，那吾宁愿百年孤独。（晚安，好梦）,0
5119,zyHR4grv6,【孜然烧烤土豆之厨房版】#深夜发吃# 厨友@the_Alicia大脸妹子 说：这款孜然烧烤土豆完全是按照重庆街边的烧烤摊调料来配制的。足不出户也能吃到好吃香辣的孜然烧烤土豆，而且只用炒菜的锅就可以烹饪出原滋原味的美好宵夜。做法在此：http://t.cn/zHMyFiu,0
3740,yqb4bi1Ek,【英国女记者埃及惨遭多人凌辱性侵现场】6月24日，一名现年21岁的英国女记者在埃及诞生首位民选总统后在解放广场采访时惨遭多人性侵，她描述称自己的衣服包括内裤全部被撕开，事情发生后一辆救护车进入到场内，解救了正在遭受凌辱的娜塔莎。http://t.cn/zWUkYUp,0
5078,ztQdReT5S,谢谢今晚每一位参加「柠檬」爱心包场活动的朋友们~你们对灾区同胞们的牵挂和捐助我们一定送到！我能做的就这么多了~特此感谢星美影城的大力支持！雅安晚安！🙏🙏🙏✨✨✨,0
731,zmDlJFgmH,何谓王法？何谓天良…………[泪][泪][泪],1
3801,zbrw7mdea,明天起要帶著@电影-犀利人妻 來內地囉！12／31號上映喔[太开心][鼓掌][干杯][电影]宣傳開跑！我27號在北京，28號南京，29號杭州，30號寧波舟山，31號上海，1號武漢，2號廈門，3號廣州，4號成都！呼~我要去早睡來養精蓄銳囉！晚安[爱你],0
3243,yEm07wDu2,钱多了，友少了；车多了，路少了；娱多了，乐少了；说多了，做少了；假多了，真少了；城多了，村少了；虚多了，实少了；贪多了，廉少了；话多了，理少了；梦多了，觉少了；雾多了，雪少了；草多了，树少了；恨多了，爱少了；黑多了，白少了；暗多了，明少了；衣多了。穿少了。,0
2906,z6Jg3rZs6,痘痘告诉你哪里病了... 这边提醒各位 肝上火 脾气一定会变得比较暴躁 这个没办法控制的 最好真的是 #少熬夜#,0
2453,zqGYY8kPe,据传移动9月1日开始对微信微博进行收费：1、包月10元/月；2、按收发条数收费，100条以下免费，100-600条5元，600-1200条10元，超过1200条每条0.02元。联通暂不针对微信等产品收费，将对新入网用户赠送为期一年免费流量，每个送500M的国内流量，超出部分按0.0003元/KB收费。又传电信正在积极接洽微信。,1
1763,zaa5hqhLc,【再次提醒：谨防宝宝被拐】天津阿姨家邻居带着3岁的儿子去超市，付账的片刻发现孩子不见了，立即找保安求助。保安很给力，马上对讲机通知关闭所有入口进行排查。最后找到了小孩，头发被剃了，衣服被换了。人贩子团伙太恐怖了，家长带小孩外出一定要非常谨慎，一定！！！！,1
2903,yhLLa1AGf,【国家电网与陕地电抢地发生武斗 祸起利益之争】4月25日，陕西地方电力集团公司和国家电网陕西省分公司之间发生武斗。这已是4年来第二次激烈冲突。恶性冲突背后，是两家企业争夺供电地盘的矛盾。陕地电此番试图从内蒙引进220千伏输电线路，以摆脱电源长期受困于西北电网的窘局。http://t.cn/zOHmzK0,0
4606,kXdDpZ,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,0
4447,fV1Ya1,过着五一想端午，明显叫做这山望着那山高，可是黏黏腻腻的天气里想着沁凉冰莹的它们，晶莹的冰皮裹着不同的软馅，一口咬下去，立刻就能感受到夏日的清凉，白日梦发得真带劲[嘻嘻],0
4882,eu7gkP,万达董事是吧？中国首富公子是吧？你不靠老子是个啥？靠了老子又是个啥？看看你这素质，怪不得富二代那么遭人恨。//@王思聪:窦评论猿，你还是回学校进修个几年经济学再出张嘴吧。评论员我见多了，你这么没水准的我是第一次见，别给你们这个职业丢脸了行吗？ 多大岁数了你，怎么跟个SB愤青一样,0
168,znKBW6Xu3,【内幕出来了！笑的我眼泪都出来了！】真不能怪何润东[委屈] ！润东同学的确是把最后一句删掉了！！艾玛~大周末笑的眼泪都出来了[哈哈] [哈哈] [哈哈] via：@笑话大王彭彭,1
537,zph8blqjQ,【芙蓉溪惊现男尸，死者被割喉挖肾】传闻，今天在黄家坝芙蓉溪附近，一位老大爷钓鱼时发现一具男尸，年龄二十岁左右，尸体开始腐烂。目前，绵阳师范学院正在清查在校男生数量。据说，死者被割喉挖肾！！！@平安绵阳,1
4683,yD6NLpUPx,无论我此时是多么的彷徨迷茫，最终我都要过上自己想要的生活。——晚安,0
2390,znO1NlvJQ,"[话筒]生命警示！请传出去！ 隐翅虫，在你身上时绝对不要打，她身上有 毒液，接触到皮肤，就死定了！ 跟你的孩子、朋友讲，万一身上有这虫，用嘴巴轻轻吹走就好。绝对不要用手打. 医师强调,如果 每个收到这个信息的人,能够转发十份给其他 人,肯定至少有一条生命将会被挽救回来,请转寄转发！别只存档！",1
4886,AAFF08CKV,诶呀刚才主页君太着急啦，小浪的才是超！大！图！点开看原大！黄晓明海报（组图）——新浪娱乐讯 定于4月25日公映的《白发魔女传之明月天国》日前再发重磅白发版海报，范冰冰首度全曝光“魔女”造型，并以大尺度白发及腰半裸扮相“色诱”黄晓明。 （分享自 @新浪娱乐） http://t.cn/8szKbEC ,0
1368,ymmBst3H7,【终于找到这只猴子了！活脱脱的孙悟空！】近日，一只宠物猴的照片风靡网络。据了解这种猴名为“石猴”，国家唯一允许个人饲养的宠物猴，8000一只价格不菲。石猴并不易养，性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”http://t.cn/zOD65iW,1
4926,ABs5TDeyq,【19日晨天宇将上演双星伴月】3月19日凌晨，月亮将不再孤单，室女座最亮恒星“角宿一”及火星将同月亮一起出现在夜空中。到时候，月亮可能会平添一对亮亮的眼睛，只要天气晴朗，就能凭肉眼看见。手机、相机还有一颗期待的心，准备好了吗？千万别错过！http://t.cn/8sLm6n9,0
4351,z1X5NutO1,【IT男的奇思妙想：使用Twitter来远程喂狗】8月20日讯，英国IT男莫里斯发明了一套电脑程序，在需要给家中爱犬托比喂食时，就发布一条Twitter消息。家中电脑收到后，启动一个蜂鸣器，托比听到声音后会跑过来坐在管子下面等着。然后马达启动，打开活门，狗粮从管子落到“托比”的碗里,0
2727,zxuqs9uj5,如今我不再如醉如痴，也不再想将远方的美丽及自己的快乐和爱的人分享。我的心已不再是春天我的心已是夏天。我比当年更优雅，更内敛，更深刻，更洗练，也更心存感激。我孤独，但不为寂寞所苦，我别无所求。我乐于让阳光晒熟。我的眼光满足于所见事物，我学会了看，世界变美了。—— 黑塞,0
3065,zy62L5fJP,#晚安中国#  每天结束时，在你睡觉之前，去想象一整天所发生的事。如果有任何的时刻或事件不是你想要的样子，那就改用能使你满意的方式，在心中“回放”一次。当你完全依照你所要的样子，在心中重新创造这些事件，就等于清楚了当天的频率，并为明天发出新的讯号和频率。—— 朗达·拜恩《秘密》 ,0
259,z02bq1PFc,【震惊 北大学生强奸母猪？】江苏籍北大学生小马爆料：前段时间跟同学张某回老家安徽游玩，结果张某居然让他用手机拍自己强奸母猪，张某一边对圈里的母猪实施奸淫，一边让他帮忙拍下照片作纪念。待张某发泄完毕，还要拉他也来试试。微评：国内最高学府竟有如此学生，到底扇了谁的脸？by：木尔,1
1602,z3nb61vR5,【调查地沟油的记者李翔，死了】 身中10余刀，惨死。他为全国不能吃特供的十多亿草泥马的食品安全努力过。他付出了年轻的生命。草泥马们，请动一下鼠标，转发，表达一下谢意。不过分吧？恭请转发！！！。,1
5052,AzaEuDy7D,【最让你开心的几个生活细节】①摸摸口袋，竟然发现里面有钱；②一下子将废物扔进了垃圾箱，太准了；③想着今天星期三，其实星期五；④最失落的时候得到一个拥抱； ⑤电话响了，拿起听筒发现正是刚才在想的人；⑥开了半天车，一路是绿灯；⑦下雪后踩出第一个脚印。,0
1035,z9oF5cjUD,【男子酒吧被阉割系发生在湖州】凌晨网友称温州某酒吧男子生殖器被割，经过查证核实，此事系发生在浙江湖州莉丽玛莲酒吧。“湖州一帅哥在酒吧闹事并殴打服务员，被内保请到里间武力开导，结果砍刀过于锋利，直接被“切睾”了，到医院的时候就已经死了。另还有三四人被砍倒。”@重口味是怎样炼成的,1
4138,zadV5iRWL,【河北邢台市长遭网上联名举报】日前，标题为《曝河北省邢台市市长刘大群收受回扣、豢养情妇》的举报网帖，成为网络反腐最新一波。该文章以“张剑仁”等河北邢台29名干部群众身份，联名举报邢台市长刘大群“四宗罪”。许多网民表示，此次联名举报的事实详细，有关部门应尽快查清事实。@新华社中国网事,0
441,ADw3bCnSU,一直觉得文章的道歉笔触和口吻有些似曾相识，于是我苦思，我冥想，终于想起来了，当年高晓松酒驾那次，曾写过这样动情的文章，如今，文章同学把前辈墨宝翻了出来，编剧和抄袭了高同学的文章，一时间，文章的这篇文章便登上了网上的热门文章，历史就是这样：天下艺人皆同路，天下文章皆文章……,1
512,zfjWWxvs1,【不管过去多久，我们都需要真相！】原四川广元青川骑马民政局的工作人员张开敏在实名举报骑马乡有关官员不按时发放5.12地震灾民救灾款并侵占救灾物资后，被无故调职，并于2009年3月12日突然失踪。34天后，张开敏的尸体在一处鱼塘中被发现，死状十分凄惨……（来源：天涯微博@那年那些白衬衫 ）,1
4229,zbTAvjK2x,你进入的圈子越复杂 你所面临的问题越多 你获需的越多 你付出的那部分也随着增加 万事都是利弊共存 得到多余的也不外乎是侥幸 很多事情其实心知肚明 明确什么是你最想追求的 而你愿意为之付出的 选择生命能承受之轻。[咖啡] #香蕉哲学# http://t.cn/zjPCOcc,0
2419,zt44Zj9SK,【竹子还会再长，家园定能重建】雅安是大熊猫栖息地之一，大熊猫保护中心碧峰峡基地距芦山县约20公里，内有百余熊猫。地震时200多游客与熊猫均安然无恙。地震时，部分大熊猫惊慌失措，不过也有大熊猫较淡定，甚至在地震前后完成了自然交配。via东方早报 图为一只害怕的熊猫死死地抱住警察叔叔的腿。,1
4911,zaGnVbBpJ,[话筒][可爱]百万梦想奖学金，千万恒大合约[围观]明星评委来把关@高晓松@老宅的男@何平[威武]演艺合约随时送[给力]成名之路有保证[good]《恒大偶像》，给草根梦想舞台和梦想奖学金，从12月29日起逢周六晚21：00起在广州台综合频道盛情首播[抱抱]@广州广播电视台@赵花一@薰可叮叮 @射手座公主,0
3120,zwSLC5giC,所有的好友都住在同一幢公寓里、这是我的梦想。（转）,0
530,yBlyrb3iG,中央4台《今日关注》，胡总已下令，如果日本有闯入钓鱼岛及其附属岛屿12海里以内，中国海军部队可以立即向其进行军事打击。昨日政府发声明宣布中华人民共和国钓鱼岛及其附属岛屿的领海基线，此举意味着不再承认钓鱼岛存在主权争议。总理讲话：中国政府和人民绝不会退让半步！也该发出点信号了！[话筒],1
3204,ytnoO7Fef,我宁愿因做自己而招人厌恶，也不愿为了迎合他人而伪装自己——科特·柯本,0
3553,yhRFrcMQQ,【几句老人言】不要攀、不要比、不要自己气自己；活多干、话少说、群众心里有秤砣；少吃盐、多吃醋、少打麻将多散步；按时睡、按时起、跑步游泳健身体；夫妻爱、子女孝、家和比啥都重要；官再大、钱再多、阎王照样土里拖；行点善、积点德、心里常念弥勒佛；吃点亏、吃点苦、傻点笨点也是福。,0
2757,AiSAzxNS8,#星娱星乐#你知道，设置闹钟的时候，手机是怎么想的吗？,0
3080,ywgyssbwr,Chow Kar Hoo拍的一组“Heroes Next Door”（英雄在香港）的照片，Madam，太帅了~,0
504,zgOD7ddoa,你很可能不知道加油员的这个小动作了，有车的朋友要注意啦~,1
4277,jt4FZt,淹在大的水也阻止不了姐吃东西!!!,0
1633,zqQPW6LJT,第一次听到这个事情是成都一个女孩子说的，当时她机灵，就逃脱了厄运。今早看到另一个女孩子，被这么惨绝人寰地方法夺走了肾脏。。。女孩们一定要小心再小心，危险无处不在！！！BY小模样…呃，下一篇继续～～,1
3527,irFpWC,我们不能永远年轻，永远热泪盈眶，却依然对一个更美好的世界怀有乡愁。——李海鹏《佛祖在一号线》Photo by joesee.,0
1314,ADyEsaYGS,#文章道歉是否有诚意# 文章同学，你的道歉肿么跟高晓松的酒驾检讨这么像？这这这…你的经纪人造吗？ http://t.cn/8sMpN4h,1
3800,bVuG6x,【你愿意掏钱赈助日本吗？】你我这几年为国内的灾区捐了不少。刚看到，CNN呼吁观众向红十字捐款，援助日本。那么，如果我们的慈善组织向你募捐，赈助日本。你愿意解囊吗？为什么不？为什么要？,0
228,Alp9y3TdK,昨天爆出Paul Walker的车祸死讯，夜里爆出死者照片，结果刚刚又爆出已经缝合好的照片，据说没有死，你们这是要折腾死我们啊！？（照片血腥，请谨慎查看）,1
3851,AwzHYtySM,【WinXP系统寿命不足两月 停止服务后电脑10分钟内就会出事】距4月8日微软停止对Windows XP技术支持的大限不到两月，专家提醒，一旦微软停止支持服务，未升级的电脑在10分钟内便可能受感染。微软也表示，如果你在XP停止支持后还使用该系统并联网，电脑就会陷入重大危险中。你还在用XP吗？via人民日报,0
3940,z5OF2soym,#深夜一脖#许多人问泰国哪个岛屿最好玩，我会毫不犹豫说安达曼海中的lipe岛，这个尚未完全开发的小岛，被四周水晶般澄澈的海水和自然原始珊瑚礁环绕，世界上25%的热带鱼遨游在岛屿周围水域间，只要浮潜，即能观赏色彩斑斓，形状怪异的珊瑚和鱼类，这种美感不是用言语，用防水傻瓜机能表达和拍摄出的。,0
4660,yxUFwdpP3,《凤求凰·琴歌》 有美人兮， 见之不忘。一日不见兮，思之如狂。 凤飞翱翔兮，四海求凰。无奈佳人兮，不在东墙。 将琴代语兮，聊写衷肠。何日见许兮，慰我旁徨。 愿言配德兮，携手相将。不得於飞兮，使我沦亡。,0
1849,ywzUyxRDY,有没有帮刘翔说话的啊？来解释一下这张照片啊！,1
1530,zlITfE1eH,2月30号，我们在休假，蒙牛却在为我们生产良心奶！[泪]感动中国啊！！！,1
3327,Ayws8jyon,黄金搭档导演叶伟民、文隽再度联手，耗时3年打磨剧本，将京城四大鬼宅之首朝内81号的诡事中融入了‘幽冥婚、蝶魂变、蜕老尸’等种种民间元素，将“东方民俗志怪”进行了艺术化的包装和呈现。http://t.cn/8FumxWa,0
585,z01iNEiqa,【Wi-Fi杀精于无形 精子DNA受损严重】科学研究：从健康男子收集精液样本，把其放在接收Wi-Fi上网的计算机旁4小时后发现，精液竟然「熟」了 部分更出现DNA受损的情况。无线上网期间散发的电磁辐射正是「杀精」的元凶！ 男士们注意了…珍爱生命，远离Wi-Fi！(关注@学点电脑知识 让你快速成为电脑高手),1
2849,yrHAWaBqG,"【同志MV】柏林影展泰迪熊奖最佳影片的同志爱情电影《点亮灯光 Keep the Lights On 》中文宣传主题曲，徐佳瑩MV《不怕庆祝》土豆超清1080P官方完整版http://t.cn/zWcQq6I ""你是我最无法收敛的那句欢呼。你是我最意想不到的一次投入..."" （关注@男男那点事 ）",0
4801,zw7jdAeJS,【侃电影】 哪部电影给你童年留下了“阴影”，至今提起它还“心有余悸”？（希望你今天“敞开心扉”地说出来）,0
243,A304ob3Qh,#越南乳瓜#网上盛传越南商务部发言人说：预计越南乳瓜2012年将全面流入中国的市场，流向中国千家万户的餐桌。如果真的有这种造型奇特的蔬果，你会想尝尝么？[思考]不知道它会不会有丰胸的效果？,1
1055,zyvzRr8b6,【打针西瓜】入夏，西瓜成为首选的消暑食品，但黑心商贩却把针头对准了尚未成熟的西瓜。“打针西瓜”所注射的禁用食品添加剂甜蜜素和胭脂红！打过针的西瓜瓜瓤呈红色，汁液也很“丰富”，但没有一点西瓜味。所用添加剂破坏  肝脏、肾脏的功能、影响儿童智力发育等毒性！,1
4637,zyfAI4bN1,好害怕!!!晚飯後回家發現有一隻死蟑螂（圖左），估計是貓咪mike mike 救了我。我鼓起勇氣用tissue 蓋住屍體，但我實在沒勇氣拾起牠。（家傭又未返家）😭😂😭好害怕喔,0
2677,Aztx8i5Ep,【胡杏儿男友疑曝光 机场挽手同游韩国】今日中午，胡杏儿在微博上传与一位男士紧紧拥抱的照片，并写道：“我找到了！”疑似公开恋情。随后，有网友微博曝光胡杏儿的“新男友”疑是李思捷，并拍到两人挽着胳膊现身机场。而早前还有网友拍到两人与胡定欣等人一同游韩国。详细：http://t.cn/8FemSH0,0
2016,AAXRK8VA7,【超市手推车插入式摆放宛若同性爱姿势，专家建议取缔[汗]】教育专家王建立近日指出，超市的手推车从后面一个个插入的摆放方式，让他看到就脸红。这样的摆放容易让人想入非非，孩子去一次超市就相当于看一次A片。他进一步指出，手推车还是更恶俗的群P，危害无穷，必须取缔！[吃惊],1
2666,zbi68pNy3,#江门寻找一金毛狗失主#12月24日平安夜晚10点金华大厦聚宝堂珠宝店门口发现一金毛狗，由于本人对狗不太熟悉，狗狗睇上毛色光滑齐整平顺，手脚同头都较大，具体请看图平安夜外面天寒地冻，狗狗睇离好累好可怜。狗狗主人现在应该好担心了。求各种扩散，请知情嘅朋友告知狗狗主人或私信我，祝各位圣诞快乐,0
4958,jOvN1O,在浩渺的宇宙中，在偌大的世界前，我们是微不足道的，但很多时候，我们看不到自身的渺小，总以为自己举足轻重，总喜欢以自我为中心。地球离开谁，都会照样转的，太阳每天都会正常升起。我们只有摆正心灵的天平，走好脚下的步履，才能赢得属于自己的位置。要相信，这个世界是没有错的，错的永远是我们。,0
3712,zxbCbdeJL,部分国内媒体引用报道【大陆5航班接诈弹恐吓 空姐大声尖叫弃乘客逃生】不实报道都源自香港的＂苹果日报＂。在撤离时空姐大声呼叫是让乘客听清撤离指令；一名空姐先跳下飞机并不是弃乘客逃生，而是示范并先下去组织引导乘客撤离。这些都是国际标准程序，号称香港销量第一的媒体怎能刊出这样诋毁的文章？,0
4334,z5Enfq57x,【天猫总裁逍遥子的双十一总结】干货！191亿背后~[赞] 值得电商人一读！图文版全文：http://t.cn/zjwgo34,0
972,zgAEwe0DZ,【火车盒饭只要5元！ 你吃过吗？】近日，《新闻联播》cctv记者亲身登上火车，报道火车上的东西一点都不贵 #火车盒饭5元#！农民工朋友如果吃不饱，还可以加饭！网友：“央视记者是怎么买到火车票的?能不能别逗了？播新闻联播的人难道没坐过火车？” ​,1
3882,ylqNlFtEy,【法国队公布欧洲杯23人名单 古尔库夫落选】http://t.cn/zOd00iP 法国国家队主帅布兰科公布了欧洲杯23人正式名单，本泽马、里贝里、纳斯里、马卢达等知名球星悉数入选，但曾效力于意甲AC米兰的天才中场古尔库夫落选，此前入选了25人名单的蒙彼利埃后卫姆比瓦也遭弃用。,0
56,ADvGc9AGO,我是说为什么文章“周一见”道歉声明辣么眼熟... -http://t.cn/8sM2elq,1
3916,yBgdkdZ4G,长知足，心安然；甘淡泊，乐无边；广交友，德为先；和邻里，解人难；烦恼事，抛云端；莫争吵，忍为先；无贪欲，心胸宽；家和睦，万事圆。,0
3439,81BThD,还记得天团“纵贯线”引起的轰动么，如今，由潘越云、齐豫、黄小琥和万芳组成的女版纵贯线“珍爱女人”全国巡演也启航了！老牌天后组团回归，四人将分别代表春夏秋冬四季开唱。内地巡演第一场4月在杭州，北京、上海、广州、苏州、南京等城市陆续上演。http://sinaurl.cn/hGttHY,0
4583,ydfyy7zCC,“梅西，最伟大的”。“24岁，莱奥继续冲破所有可能的障碍”。“10大挑战：1.第四个欧冠冠军，2.第四个欧冠金靴，3.击败阿尔塔菲尼（14球），4.连续四次金球奖，5.第二个西甲金靴，6.第二个欧洲金靴，7.第六个西甲冠军，7.超越劳尔71球，9.第二个三冠王，10.击败穆勒（单赛季67球）”。《世界体育报》,0
3191,A6JLblu7x,#电视剧兰陵王#又来一个凶残的！热门微博排行榜，我王一不小心占了三个位置[酷]胖兰你真是在用绳命屠榜！@冯绍峰,0
515,A2Zz77C9f,【“越南乳瓜”来了 你敢吃么？[挖鼻屎]】图片中的植物不少人没有见过，它就是越南的乳瓜，外形长得像女性乳房，因此而得名。越南商务部发言人说，预计适当时间这种瓜果会大量进入中国市场，流入千家万户的餐桌。越南乳瓜你敢吃吗？[哈哈],1
3720,yn8Soo2Q3,从前，有个人，他不喜欢我，后来，他死了。 ,0
2533,zadPV1kqz,【令人咂舌的月薪】别吓到各位了，注意：是月薪。 鲁健26万。董卿26万。周涛22万。李瑞英28万。王小丫15万。朱军22万。水均益26万。柴璐21万。鞠萍20万。李咏20万。【凤凰网】http://t.cn/zjK2gXF,1
1060,zjUS6mQXp,今天下午六点开始， 高清.探头全部启动，副驾驶室不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚200，越线停车罚100，今天起晚六 点半至深夜二点，为期60天，全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。每月10、20、30日由省厅带队检查，每月3、7、13、17、23日,1
4567,ywIQTvQst,你是不是经常在深夜像个傻子一样不知道自己为什么睡不着。,0
122,A6WDW1wfa,"蛮子啊，请顶住啊，要知道你的护照上写着：""不管你身处何方，美国政府和军队都是你强大的后盾""。",1
4881,zmeOTCwyh,【你好，明天】“让代表插话，这是法律赋予的权力”；“民主党派要敢讲真言讲真话”——两会上传出的声音，让人看到会风之变，也看到政风指向：鼓励说真话，渴望听真话。让人说话，别怕真话，执政者要有这样的胆识，说话者要有这样的担当。一个真实的中国，才会充满活力、团结凝聚。安。,0
2852,A2k7kaXja,"【工地上的婚礼：建筑工和女大学生的爱情故事 [心]】他是一名建筑工人，睡工棚；她是一名大学生，曾想嫁白领帅哥。可是一次火车上的偶遇，他爱上了她，坚持两年苦苦追求，终于将她打动。今年5月，他以钢筋水泥和脚手架为背景，跪地求婚：""让钢筋楼房为我们作证，嫁给我吧！""她笑着答应了。(楚天都市报)",0
